FacilityName,lat,long,S,State,City,PrimaryRestriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay
Caldwell Correctional Center,37.566652,-78.474686,471,Louisiana,Grayson,,,,,,,0,False,False,False,False,False,False,False
Jefferson Parish CC,29.553241,-90.074606,472,Louisiana,Gretna,,,No Sex,,,,9999,True,False,False,False,False,False,False
DWCC,12.961223,77.640375,473,Louisiana,Homer,,,,,,,9999,True,False,False,False,True,False,False
DCI,44.554064,6.260153,474,Louisiana,Jackson,,,,,,,9999,True,False,False,False,False,False,False
Jackson Parish Correctional Center,30.56197,-92.79012,475,Louisiana,Jonesboro,,,,,,,0,False,False,False,False,False,False,False
Catahoula CC,31.759005,-91.863752,476,Louisiana,Harrisonburg,,,,,,,9999,True,False,False,False,False,False,False
Allen Correctional Center,37.566652,-78.474686,477,Louisiana,Kinder,,,,,,,9999,True,False,False,False,False,False,False
Lafayette Parish Correctional Center,30.56197,-92.79012,478,Louisiana,Lafayette,,,,,,,9999,True,False,False,False,False,False,False
Calcasiew Corr. Center,-33.756211,150.737685,479,Louisiana,Lake Charles,"Write 
""FREE BOOKS"" 
on package",,,No Sex,No Violence,"write 
""free books"" 
on package",9999,True,False,False,False,True,False,False
Riverbend Detention Center,14.905786,105.0696,480,Louisiana,Lake Providence,,,,,,,9999,True,False,False,False,False,False,False
Ouachita PCC,32.443382,-92.159758,483,Louisiana,Monroe,,,,,,,0,False,False,False,False,False,False,False
Richwood Correctional Center,37.566652,-78.474686,484,Louisiana,Monroe,,,,,,,9999,True,False,False,False,False,False,False
JB Evans Correctional ,17.066565,-96.7213,485,Louisiana,Newellton,,,,,,,9999,True,False,False,False,False,False,False
LaSalle Corr. Inst.,42.693719,-73.684454,486,Louisiana,Olla,,,,,,,9999,True,False,False,False,False,False,False
Bossier Max Security,32.670452,-93.600589,487,Louisiana,Plain Dealing,,,,,,,9999,True,False,False,False,False,False,False
PPDC,47.153537,-1.504684,488,Louisiana,Pointe a-la-Hache,,,,,,,9999,True,False,False,False,False,False,False
USP Pollock,31.469033,-92.438498,489,Louisiana,Pollock,"Letter must include mail room approval form for max 5 book, max 3 pound package, include copy of form in pkg",,"No labels, hand letter return address","No manila envelopes, white only",No odor/fragrance on correspondance,"letter must include mail room approval form for max 5 book, max 3 pound package, include copy of form in pkg",5,True,False,False,False,False,False,False
Richland Parish Detention Center,32.447403,-91.767978,490,Louisiana,Rayville,,,,,,,0,True,False,False,False,False,False,False
Richwod CC,52.277821,8.024881,491,Louisiana,Richwood,,,,,,,9999,True,False,False,False,False,False,False
CADDO Correctional ,32.570105,-93.90208,492,Louisiana,Shreveport,,,,,,,0,False,False,False,False,False,False,False
Hancock SP,-22.154376,-48.428808,493,Louisiana,Sparta,,,,,,,9999,True,False,False,False,False,False,False
Elayn Hunt Correctional,30.264222,-91.085431,495,Louisiana,St Gabriel,,,,,,,9999,True,False,False,False,False,False,False
LCIW,34.253237,-82.145703,496,Louisiana,St Gabriel,,,,,,,9999,True,False,False,False,False,False,False
Parish Prison,29.96159,-90.09162,497,Louisiana,St. Tamany,,,,,,,9999,True,False,False,False,False,False,False
Madison Parish Detention,32.382959,-91.26846,498,Louisiana,Tallulah,,,,,,,0,False,False,False,False,False,False,False
Tensas Parish Detention Center,31.808681,-91.396953,499,Louisiana,Waterproof,,,No sex,No violence,,,9999,True,False,False,False,False,False,False
Winnfield Correctional ,31.921841,-92.642093,500,Louisiana,Winnfield,,,,,,,9999,True,False,False,False,True,False,False
York County,44.00011,-79.46632,501,Maine,Alfred,,,,,,,0,False,False,False,False,False,False,False
Mountain CF,17.08333,121.16667,502,Maine,Charleston,,,,,,,9999,False,False,False,False,False,False,False
Piscataquis County Jail,45.183111,-69.224767,503,Maine,Dover-Foxcroft,,No ID# is okay,,,,,3,False,False,False,False,False,False,False
Maine State Prison,44.065532,-69.230603,504,Maine,Warren,,,,,,,0,False,False,False,False,False,False,False
Maine Correctional ,42.030806,-87.864294,505,Maine,Windham,,,,,,,0,False,False,False,False,False,False,False
FCI Cumberland,24.047019,84.072557,506,Maryland,Cumberland,,,,,,,9999,True,True,False,False,False,False,False
North Branch Correctional Institution (NBCI),45.513804,-92.960121,507,Maryland,Cumberland,,,,Plastic envelopes OK,,,9999,True,True,True,False,False,False,False
Western Correctional Institution (WCI)              13800 McMullen Hwy,39.609274,-78.813902,508,Maryland,Cumberland,,,,Plastic envelopes OK,,,9999,True,True,True,False,False,False,False
MCI,47.269275,11.398677,509,Maryland,Hagerstown,SDIC and DOC number required,,No more than 20 pages of copied material,,,sdic and doc number required,9999,True,False,False,False,False,False,False
RCI,39.932687,-86.234833,510,Maryland,Hagerstown ,SDIC and DOC number required,,No more than 20 pages of copied material,,,sdic and doc number required,9999,True,False,False,False,False,False,False
Jessup,31.599139,-81.889769,511,Maryland,Jessup,,,,,,,9999,False,False,False,False,False,False,False
Eastern CI,-36.075643,146.942185,512,Maryland,Westover,,,New hardcover okay,"No Highlighter, Under lining okay",,,9999,False,True,False,False,False,False,False
Prince George's,53.919306,-122.787495,513,Maryland,Upper Marlboro,no white envelopes,,,,,no white envelopes,9999,False,False,False,False,False,False,False
Federal Medical Center (FMC),6.48398,3.380648,514,Massachusetts,Ayer,,,No Sex,,,,9999,True,False,False,False,False,False,False
Billerica HOC,42.559372,-71.268269,515,Massachusetts,Billerica,,,,,Internet Orders Only,,0,False,False,False,False,False,False,False
South Bay House of Corrections,-42.422765,173.682273,516,Massachusetts,Boston,,,No Notebooks,,,,9999,True,False,False,False,False,False,False
"Suffolk House of Corrections, 200 Nashua St",42.36721,-71.06626,517,Massachusetts,Boston,,,,,,,6,False,False,False,False,True,False,False
Barnstable County C.F.,6.986429,21.668827,518,Massachusetts,Bourne,,,,,,,9999,True,False,False,False,False,False,False
Bridgewater State,40.60079,-74.64815,519,Massachusetts,Bridgewater,,No Sex,,,,,9999,False,False,False,False,False,False,False
MCI - Concord,42.464597,-71.396117,520,Massachusetts,Concord,,,,,,,9999,False,False,False,False,False,False,False
Norfolk County House of Corrections,42.332922,-71.070939,521,Massachusetts,Dedham,,,,,,,0,False,False,False,False,False,False,False
SMCC (South Middlesex),42.265344,-71.405927,522,Massachusetts,Framingham,,,,,,,9999,False,False,False,False,False,False,False
MCI - Framingham,42.269069,-71.407553,523,Massachusetts,Framingham,,,,,,,9999,False,False,False,False,False,False,False
North Central Correctional (NCCI),39.986877,-75.164898,524,Massachusetts,Gardner,,,,,,,9999,False,False,True,False,False,False,False
Hampden Correctional CC,42.203102,-72.51261,525,Massachusetts,Ludlow,"MUST CALL TO VERIFY, NO PUBLIC DATABASE",,,"Verify w/ Renee in mailroom 413-547-8000 ext-2196, 3-17-21 mike",Updated w/Admin. Office 3-17-21 mike,"must call to verify, no public database",4,False,False,False,False,True,False,False
Essex County Sheriff's Office,37.929258,-76.85678,526,Massachusetts,Middleton,,,,,,,0,False,False,False,False,False,False,False
Bristol County Sheriff's Office,41.66552,-70.99562,527,Massachusetts,New Bedford,,,,,,,0,False,False,False,False,False,False,False
MCI - Norfolk,42.117523,-71.304769,528,Massachusetts,Norfolk,,,,,"Used books returned, spoke w/mail rm, new only, 3-8-21 mike",,9999,False,False,False,False,True,False,False
Bristol County Jail ,41.669478,-71.275059,529,Massachusetts,North Dartmouth,,,,,,,0,False,False,False,False,False,False,False
Hampshire County Jail,42.30779,-72.6591,530,Massachusetts,North Hampton,,,,,,,0,False,False,False,False,False,False,False
Berkshire County Correctional ,42.331566,-73.234284,531,Massachusetts,Pittsfield,,,,,,,0,False,False,False,False,False,False,False
Plymouth County House of Corrections,42.332922,-71.070939,532,Massachusetts,Plymouth,,,,,,,0,False,False,False,False,False,False,False
MCI - Plymouth,41.946026,-70.947201,533,Massachusetts,S. Carver,,,,,,,9999,False,False,False,False,False,False,False
MCI - Cedar Junction,42.105717,-71.287603,534,Massachusetts,S. Walpole,,,,,"Used books returned, spoke w/mail rm, new only, 3-8-21 mike",,9999,False,False,False,False,True,False,False
"MCI Shirley, P.O. Box 8000",42.526814,-71.653365,535,Massachusetts,Shirley,,,,,,,9999,False,False,False,False,False,False,False
Souza-Baranowski Correctional (SBCC),42.523502,-71.648334,536,Massachusetts,Shirley,,,,,,,9999,False,False,False,False,False,False,False
Worcester County Jail & House of Corrections,38.16994,-75.37578,537,Massachusetts,West Boylston,,,,No used Books,Updated w/mail room 10-15-21 mike,,4,False,False,False,False,True,False,False
Northeastern Correctional (NECC),42.471407,-71.395926,538,Massachusetts,West Concord,,,,,,,0,False,False,False,False,False,False,False
Westborough State Hospital,42.3012,-71.60802,539,Massachusetts,Westborough,,,,,,,9999,False,False,False,False,False,False,False
Prairie Correctional ,32.529718,106.802874,540,Minnesota,Appleton,,,,,,,9999,False,False,False,False,False,False,False
MCF - Stillwater ,38.418071,141.332765,541,Minnesota,Bayport,,,,,,,9999,False,False,False,False,False,True,False
FPC Duluth - Federal ,7.312017,13.598974,542,Minnesota,Duluth,,,,,,,9999,False,False,False,False,False,False,False
MCF - Faribault ,38.418071,141.332765,543,Minnesota,Faribault,,,,,,,9999,False,False,False,False,False,False,False
Lino Lakes,45.153528,-93.107605,544,Minnesota,Lino Lakes,,,,,,,5,False,False,False,False,False,False,False
MCF - Rush City ,38.418071,141.332765,546,Minnesota,Rush City,,,,,,,9999,False,False,False,False,False,False,False
FCI Sandstone - Federal ,24.047019,84.072557,547,Minnesota,Sandstone," Write: ""AUTHORIZED READING MATERIAL"" on package.",,,,," write: ""authorized reading material"" on package.",5,True,False,False,False,False,False,False
Minnesota Correctional Facility,46.63636,-94.579641,548,Minnesota,Shakopee,,,,,,,9999,True,False,False,False,False,False,False
MCF - St. Cloud,47.562013,14.18102,549,Minnesota,St. Cloud,,,,,,,0,False,False,False,False,False,False,False
MCF - Oak Park Heights ,45.025415,-92.800627,550,Minnesota,Stillwater,,No Magazines,,,,,9999,False,False,False,False,False,False,False
FCI Waseca - Federal ,44.083002,-93.505045,551,Minnesota,Waseca,,,,,Updated 1-24-22 mike,,5,False,False,False,False,False,False,True
Rankin County Jail,32.250684,-89.940861,552,Mississippi,Brandon,,,,,,,0,False,False,False,False,False,False,False
Northern Mississippi Satellite Facility,54.5,-6.5,553,Mississippi,Bythalia,,,,,,,9999,True,False,False,False,False,False,False
Leake County Correctional ,32.753707,-89.524063,554,Mississippi,Carthage,,,,,,,0,False,False,False,False,False,False,False
Cleveland,41.496551,-81.65133,555,Mississippi,Cleveland,,,,,,,9999,False,False,False,False,False,False,False
Marion / Walthall Correctional ,40.600551,-83.131197,556,Mississippi,Columbia,,,,,,,9999,False,False,False,True,False,False,False
Jefferson / Franklin County Correctional ,38.571057,-92.241927,559,Mississippi,Fayette,,,,,,,0,False,False,False,False,False,False,False
Delta Correctional,5.448632,5.771322,561,Mississippi,Greenwood,,,,,,,9999,True,False,False,False,False,False,False
Grenada County Jail,33.787168,-89.833519,562,Mississippi,Grenada,,,,,,,0,False,False,False,False,False,False,False
Harrison County Adult Detention Center,31.629089,-89.182014,563,Mississippi,Gulfport,,,,,,,0,False,False,False,False,False,False,False
Chickasaw County RCF,33.941568,-88.952347,565,Mississippi,Houston,,,,,,,9999,True,False,False,False,False,False,False
Attala County Jail,33.108169,-89.581571,566,Mississippi,Kosciusko,,,,,,,0,False,False,False,False,False,False,False
LCF,44.973941,-93.218422,567,Mississippi,Lansing,,,,,,,9999,True,False,False,False,False,False,False
South Mississippi Correctional (SMCI),-12.819233,-50.657067,568,Mississippi,Leakesville,,,,,,,0,False,False,False,False,False,False,False
WCCRCF (Winston County),34.148336,-87.373721,570,Mississippi,Louisville,send to 22062 Hwy 25 North,,,,updated address 8/14/20 mike,send to 22062 hwy 25 north,9999,True,False,False,False,False,False,False
GCR Correctional Facility ,40.797814,-73.950594,571,Mississippi,Lucedale,,Send c/o Chaplain,,,,,9999,False,False,True,False,False,False,False
Issaquena County Correctional ,32.90009,-91.04881,572,Mississippi,Mayersville,,,,,,,3,False,False,False,False,False,False,False
East Mississippi Correctional ,36.77943,-89.381681,573,Mississippi,Meridian,,,No Electrical/Wiring books,,,,9999,True,False,False,False,False,False,False
Central Mississippi Correctional ,-0.652954,36.91156,575,Mississippi,Pearl,,,No elastic bands - - Use clear envelopes only,"No Legal, No Medical, No How-to-books",No Violence,,9999,True,False,True,False,False,False,False
Tallahatchie County Correctional ,34.02704,-90.44593,578,Mississippi,Tutwiler,,,,,,,0,False,False,False,False,False,False,False
Carroll / Montgomery Correctional CMRCF,39.341364,-94.728018,579,Mississippi,Vaiden,,,,,,,9999,True,False,False,False,False,False,False
Carroll / Montgomery Correctional CMRCF,39.341364,-94.728018,579,Mississippi,Vaiden,,,,,,,9999,True,False,False,False,False,False,False
County Regional Correctional (SCRCF),33.769076,-90.805241,582,Mississippi,Wiggins,,,,,,,9999,False,False,False,False,True,False,False
Wilkinson County Correctional ,31.177904,-91.287551,583,Mississippi,Woodville,,,,,,,9999,True,False,False,False,False,False,False
USP Yazoo City,32.880387,-90.400483,584,Mississippi,Yazoo City,,,No Sex,,,,9999,True,False,False,False,False,False,False
FCI - Yazoo City,32.880387,-90.400483,585,Mississippi,Yazoo City,,,No Sex,,,,9999,True,False,False,False,False,False,False
Yazoo County CF,6.986429,21.668827,586,Mississippi,Yazoo City,,,,,,,9999,True,False,False,False,False,False,False
"Eastern Reception, Diagnostic & Correction ",-32.19228,26.501313,587,Missouri,Bonne Terre,,,,,,,0,False,False,False,False,False,False,False
Booneville Corr Ctr,-33.756211,150.737685,588,Missouri,Booneville,,,,,They don't take from used bookstores,,0,False,False,False,False,False,False,False
Northeast Correctional ,47.058451,-122.884834,589,Missouri,Bowling Green,,,no bubble wrap,,,,9999,False,False,False,False,True,False,False
Cross Roads Correctional ,17.99454,-76.7881,590,Missouri,Cameron,,,,,,,9999,True,False,False,False,True,False,False
Western Missouri Corrections Center,38.765653,-93.722178,591,Missouri,Cameron,,,,,"No composition books, 8-23-21 mike",,9999,True,False,False,False,True,False,False
South East Correctional ,-24.929196,25.73749,592,Missouri,Charleston,,,,,,,0,False,False,False,False,False,False,False
Chillicothe Correctional ,39.793307,-93.553298,593,Missouri,Chillicothe,,,,,,,9999,False,False,False,True,False,False,False
Bates County Jail,38.256818,-94.332598,594,Missouri,Clinton,,,,,,,0,False,False,False,False,False,False,False
Farmington Correctional ,42.498741,-83.377923,595,Missouri,Farmington,,"no murder, no sexually
explicit","No Laurell Hamilton
books",,,,9999,True,False,False,False,False,False,False
TCCC,-23.365133,-51.898532,596,Missouri,Forsyth,,,,No Sex,No Violence,,9999,True,True,False,False,False,False,False
Fulton State Hospital,38.84705,-91.93778,597,Missouri,Fulton,,,,,,,9999,False,False,False,False,False,False,False
Texas County Jail,36.66851,-101.48075,598,Missouri,Houston,,,,,,,0,False,False,False,False,False,False,False
Algoa Correctional ,29.40246,-95.16938,599,Missouri,Jefferson City,,,,,,,9999,False,False,False,False,False,False,False
Jefferson City Correctional,46.384947,-112.030477,600,Missouri,Jefferson City,,,no Laurell Hamilton,"no sex,no violence",,,9999,True,False,False,False,False,False,False
South Central Correctional ,-12.819233,-50.657067,601,Missouri,Licking,,,,"""No Books Are Allowed""",,,0,False,False,False,False,False,False,False
Maryville Treatment Center,40.346966,-94.813873,602,Missouri,Maryville,,,,,,,9999,True,False,False,False,False,False,False
Potosi Correctional ,22.14266,-100.983018,603,Missouri,Mineral Point,,,,,,,9999,False,False,False,False,False,False,False
Moberly Corr. Ctr,39.362262,-92.440614,604,Missouri,Moberly,,,,,,,9999,False,False,False,False,True,False,False
MO Eastern Correctional,14.944283,108.886967,605,Missouri,Pacific,,,,,,,9999,True,True,False,False,False,False,False
Medical Center for Federal Prisoners,37.17758,-93.32373,606,Missouri,Springfield,,,,,,,9999,True,False,False,False,False,False,False
St. Genevieve County Jail,44.981413,-92.723731,607,Missouri,St. Genevieve,,,,,,,0,False,False,False,False,False,False,False
Western Correctional ,11.13,122.53,608,Missouri,St. Joseph,,,,,,,0,False,False,False,False,False,False,False
CCM St. Louis - Federal ,-6.796796,39.237449,609,Missouri,St. Louis,,,,,,,9999,False,False,False,False,False,False,False
Montana Women's Prison (MWP) ,45.774892,-108.495661,611,Montana,Billings,,,,,,,9999,False,False,False,True,False,False,False
Montana State Prison (MSP) ,46.382516,-112.800666,612,Montana,Deer Lodge,,,,,,,3,True,False,False,False,False,False,False
Dawson County Regional Prison,47.13083,-104.68519,613,Montana,Glendive,,,,,,,9999,False,False,False,False,False,False,False
Cascade County,-4.66667,55.5,614,Montana,Great Falls,,,,,,,9999,True,False,False,False,False,False,False
Crossroads Correctional ,38.849103,-77.130818,615,Montana,Shelby,,,"Mail will be returned to sender if contains oily stains, discolorations, crystallization or excessive 
wrapping/tape/string.",No stickers on books,,,9999,True,False,False,False,False,False,False
Montana State Hospital,46.180605,-112.793195,616,Montana,Warm Springs,,,,,,,9999,True,False,False,False,False,False,False
Lancaster County DOC,46.43777,20.1375,617,Nebraska,Lincoln,,,,,,,0,False,False,False,False,False,False,False
Diagnostic & Evaluation Center,-8.585242,116.111135,618,Nebraska,Lincoln,,,,,,,0,False,False,False,False,False,False,False
Nebraska State Prison,41.499671,-99.810075,619,Nebraska,Lincoln,,,,,,,0,False,False,False,False,False,False,False
Lincoln Correctional ,40.8,-96.66696,620,Nebraska,Lincoln,,,,,,,0,False,False,False,False,False,False,False
Omaha Correctional ,41.264998,-95.990742,621,Nebraska,Omaha,,,,,,,9999,False,False,False,False,False,False,False
Mountain View,37.393196,-122.074254,622,Nebraska,Spruce Pine,,,,,,,9999,True,False,False,False,False,False,False
Tecumseh State Correctional (TSCI) ,42.006321,-83.942758,623,Nebraska,Tecumseh,,Warden may keep certain Publications in Facility but inmate cannot possess,,,,,9999,True,False,False,False,False,False,False
Nebraska Correctional Facility for Women,44.790067,-93.538447,624,Nebraska,York,,No martial arts,,,,,9999,True,False,False,False,False,False,False
Northern NH Correctional ,44.906158,-72.191376,625,New Hampshire,Berlin,,,,,,,9999,False,False,False,False,False,False,False
NH State Prison for Men ,43.227048,-71.557692,626,New Hampshire,Concord,,,,,,,0,False,False,False,False,False,False,False
Stafford County DOC,38.42207,-77.40832,627,New Hampshire,Dover,,,,,,,9999,False,False,False,False,False,False,False
Manchester-Hillsborough CO,18.037405,-77.502783,629,New Hampshire,Manchester,,,,,,,9999,False,False,False,False,False,False,False
MCJ (MCDOC),11.233948,-72.493051,630,New Hampshire,Boscawen,,,No Violence,,,,9999,False,False,False,False,True,False,False
Adult Diagnostic & Treatment Center,40.590024,-74.272997,631,New Jersey,Avenal,,,,,,,9999,True,False,False,False,False,False,False
AC Wagner Youth Correctional ,42.081727,-87.782231,632,New Jersey,Bordentown,,,,,,,9999,True,False,False,False,False,False,False
South Woods State Prison,39.413176,-75.208221,633,New Jersey,Bridgeton,,,No Sex,,,,9999,False,False,False,False,True,False,False
Riverfront State Prison,9.255596,29.795189,634,New Jersey,Camden,,,,,,,0,False,False,False,False,False,False,False
Cape May Correctional ,38.940261,-74.907041,635,New Jersey,Cape May,,,,,,,9999,True,False,False,False,False,False,False
Mahan Correctional - Women,45.530122,-122.991515,636,New Jersey,Clinton,,,,,,,9999,False,False,False,False,False,False,False
Southern State Correctional,6.251044,36.581461,637,New Jersey,Delmont,,, No discolored or stained pages,"No Annotation, writing, underlining","Hardcover okay, must be under 3 pounds",,9999,True,False,False,False,False,False,True
Union Co Jail,34.715274,-81.6261,638,New Jersey,Elizabeth,,,,,,,9999,True,False,False,False,False,False,False
FCI Federal ,24.047019,84.072557,639,New Jersey,Fairton,,,,,,,9999,False,False,False,False,False,False,False
"FCI - Fort Dix, Joint Base MDL, PO Box 2000",37.969062,-121.665128,640,New Jersey,Fort Dix/Joint Base MDL,,,No Sex (Judgement call on art),,,,9999,False,False,False,False,False,False,True
Bergen County Jail,40.87383,-74.039008,642,New Jersey,Hackensack,,,,,,,0,False,False,False,False,False,False,False
Talbot Hall - Unit Harmony,29.791503,-90.801518,643,New Jersey,Kearny,,,,,,,9999,True,False,False,False,False,False,False
Bayside State Prison,39.240064,-74.957476,644,New Jersey,Leesburg,,,,,,,9999,True,False,False,False,False,False,False
Upstate CF,40.726322,-73.98645,645,New Jersey,Malone,,,,,,,9999,True,False,False,False,False,False,False
Middlesex Correctional ,40.573729,-74.503455,646,New Jersey,New Brunswick,,,,,,,9999,False,False,False,False,False,False,False
Northern State Prison,40.71275,-74.17313,647,New Jersey,Newark,,,,,,,9999,True,False,False,False,False,False,False
Passaic County Jail,40.912745,-74.173612,648,New Jersey,Paterson,,,,,,,0,False,False,False,False,False,False,False
East Jersey State Prison ,40.589866,-74.268936,649,New Jersey,Rahway,,,,,,,9999,False,False,False,False,False,False,False
Mercer County Correction Center,40.32936,-74.91945,650,New Jersey,Trenton,,,,,,,0,False,False,False,False,False,False,False
New Jersey State Prison P.O. Box 861,37.969062,-121.665128,651,New Jersey,Trenton,,,,,,,9999,False,False,False,False,False,False,False
Mid State CF,40.885361,-78.086197,652,New Jersey,Wrightstown,,,,,,,9999,False,False,False,False,True,False,False
SBI,12.316308,76.627732,653,New Jersey,West Trenton,,,,,,,9999,False,False,False,False,False,False,False
Garden State Youth,45.755768,4.832908,654,New Jersey,Yardville,,,,,,,9999,True,False,False,False,False,False,False
Yorksville Midstate,40.761914,-89.598826,655,New Jersey,Yorksville,,,,,,,9999,False,False,False,False,True,False,False
